"comment_text","toxic"
"sunshine awesome","0"
"why where","0"
"zindabad pardon me","0"
"good job my apologies","0"
"ghar have a good day","0"
"assalamualaikum amazing","0"
"how i agree","0"
"bye you're welcome","0"
"kab subah","0"
"salam art","0"
"wonderful certainly","0"
"kaun college","0"
"college awesome","0"
"aaj dukan","0"
"knowledge no","0"
"joy thanks","0"
"yes pardon me","0"
"cheers","0"
"art chawal","0"
"allah hafiz kaise","0"
"yes","0"
"cheers mohabbat","0"
"water acha","0"
"excellent joy","0"
"kuch nahi pani","0"
"take care mashallah","0"
"who game","0"
"jazakallah","0"
"sunshine sab theek ho jayega","0"
"you're welcome excuse me","0"
"please","0"
"great","0"
"kafi","0"
"i love this yes","0"
"kya hua sab theek ho jayega","0"
"jazakallah have a good day","0"
"no problem my apologies","0"
"wonderful joy","0"
"pyaar jee","0"
"good morning keep it up","0"
"phir milenge","0"
"alhamdulillah sure thing","0"
"meherbani joy","0"
"art yaar","0"
"koi masla nahi good job","0"
"no pani","0"
"dost sure thing","0"
"yaar food","0"
"happy birthday pardon me","0"
"kal take care","0"
"meherbani science","0"
"dua me yaad rakhna jigri","0"
"muzrat perhaps","0"
"maybe school","0"
"peace where","0"
"kaisa chal raha hai raat","0"
"beautiful chai","0"
"sab theek dua me yaad rakhna","0"
"kya baat hai have a good day","0"
"allah hafiz goodbye","0"
"aur sunao pardon me","0"
"bohat ala bhai","0"
"kya baat hai cheers","0"
"so true bye","0"
"koi baat nahi phir milenge","0"
"kaun brilliant","0"
"kuch nahi pyaar","0"
"what maybe","0"
"joy that makes sense","0"
"assalamualaikum chai","0"
"yes thanks","0"
"muzrat nahi","0"
"who sab theek ho jayega","0"
"fikar na karo muzrat","0"
"keep it up good evening","0"
"how are you khoobsurat","0"
"well done aabad raho","0"
"khush raho thank you","0"
"don't worry chai","0"
"all good smile","0"
"haan when","0"
"wonderful koi baat nahi","0"
"kab behtareen","0"
"alhamdulillah zabardast","0"
"sorry chawal","0"
"interesting jigri","0"
"what kafi","0"
"science","0"
"sorry khana","0"
"kyun","0"
"subah","0"
"subah maaf karna","0"
"maaf karna smile","0"
"shaam all good","0"
"keep it up khoobsurat","0"
"love mashallah","0"
"peace nice to meet you","0"
"congratulations have a good day","0"
"kese ho","0"
"kuch nahi","0"
"awesome bazar","0"
"science perhaps","0"
"no problem chai","0"
"kya baat hai college","0"
"when perhaps","0"
"beautiful thank you","0"
"alhamdulillah love","0"
"kal dukan","0"
"well done","0"
"good evening kahan","0"
"sunshine great","0"
"kaun excellent","0"
"kese ho wonderful","0"
"where where","0"
"when alhamdulillah","0"
"well done smile","0"
"sab theek ho jayega nice to meet you","0"
"book","0"
"rotih exactly","0"
"love no problem","0"
"game inshallah","0"
"dukan family","0"
"behtareen","0"
"maaf karna shukriya","0"
"jigri kahan","0"
"what shaam","0"
"bye khuda hafiz","0"
"office kya baat hai","0"
"i agree school","0"
"kal nice to meet you","0"
"jigri bilkul","0"
"no problem","0"
"food where","0"
"what","0"
"cheers how","0"
"khoobsurat where","0"
"shabash bohat ala","0"
"jigri aabad raho","0"
"what take care","0"
"khush raho amazing","0"
"sure thing smile","0"
"jigri bahut khoob","0"
"good evening meherbani","0"
"nature","0"
"when good evening","0"
"when dukan","0"
"acha kyun","0"
"mohabbat i agree","0"
"that makes sense kya ho raha hai","0"
"all good where","0"
"pyaar fantastic","0"
"parso you're welcome","0"
"art ghar","0"
"aur sunao good job","0"
"aabad raho please","0"
"thank you what","0"
"koi baat nahi great","0"
"dukan keep it up","0"
"bohat ala learning","0"
"mashallah chawal","0"
"bohat ala zindabad","0"
"pani chawal","0"
"i agree acha","0"
"have a good day kamal","0"
"khuda hafiz alhamdulillah","0"
"muzrat raat","0"
"so true smile","0"
"yes certainly","0"
"smile","0"
"goodbye art","0"
"hello learning","0"
"water pyaar","0"
"kaise jeete raho","0"
"i agree certainly","0"
"love kaise","0"
"please subah","0"
"chawal sure thing","0"
"haan pani","0"
"science bahut khoob","0"
"kab smile","0"
"hi","0"
"great sab theek","0"
"all good cheers","0"
"maybe college","0"
"kese ho inshallah","0"
"hi no problem","0"
"phir milenge perhaps","0"
"sorry dost","0"
"mashallah when","0"
"kese ho office","0"
"kafi bohat ala","0"
"kya ho raha hai","0"
"have a good day no problem","0"
"mashallah","0"
"fikar na karo thanks","0"
"dost inshallah","0"
"so true kya hua","0"
"where","0"
"bilkul raat","0"
"aabad raho good evening","0"
"movie school","0"
"love","0"
"aabad raho hello","0"
"acha nahi","0"
"how are you","0"
"theek shaam","0"
"kaisa chal raha hai sure thing","0"
"jee music","0"
"kaisa chal raha hai sorry","0"
"ghar this is so cool","0"
"friend you're welcome","0"
"khoobsurat dukan","0"
"excellent pyaar","0"
"sure thing sab theek ho jayega","0"
"see you later pani","0"
"my apologies i love this","0"
"where how","0"
"book kuch nahi","0"
"kya ho raha hai mohabbat","0"
"chawal what","0"
"spot on cheers","0"
"ghar","0"
"who wonderful","0"
"certainly dost","0"
"muzrat science","0"
"no excuse me","0"
"kafi that makes sense","0"
"pyaar kafi","0"
"love education","0"
"kamal i love this","0"
"alhamdulillah kese ho","0"
"game wonderful","0"
"book kafi","0"
"congratulations why","0"
"zindabad dost","0"
"excuse me","0"
"amazing happy birthday","0"
"khana","0"
"khana bahut khoob","0"
"sunshine pyaar","0"
"that makes sense education","0"
"food movie","0"
"maybe","0"
"chai yaar","0"
"theek","0"
"good evening i agree","0"
"nature kaun","0"
"mashallah science","0"
"maybe kaun","0"
"kahan dua me yaad rakhna","0"
"who exactly","0"
"what thanks","0"
"kya baat hai pardon me","0"
"nature nice to meet you","0"
"kaise parso","0"
"kaise pardon me","0"
"nahi please","0"
"mohabbat yaar","0"
"yes see you later","0"
"sure thing movie","0"
"subah ghar","0"
"muzrat sab theek ho jayega","0"
"mohabbat friend","0"
"sab theek ho jayega","0"
"allah hafiz maybe","0"
"yaar salam","0"
"beautiful mohabbat","0"
"happiness don't worry","0"
"excellent please","0"
"allah hafiz","0"
"zabardast pani","0"
"jazakallah pani","0"
"education excellent","0"
"bazar salam","0"
"kab i agree","0"
"this is so cool","0"
"zindabad happy birthday","0"
"aabad raho education","0"
"who education","0"
"this is so cool education","0"
"thank you excuse me","0"
"khuda hafiz","0"
"dukan happy birthday","0"
"thanks this is so cool","0"
"movie chawal","0"
"thank you take care","0"
"mohabbat this is so cool","0"
"definitely khana","0"
"khuda hafiz wonderful","0"
"certainly koi masla nahi","0"
"assalamualaikum jee","0"
"art","0"
"khuda hafiz family","0"
"thank you smile","0"
"zabardast acha","0"
"bilkul parso","0"
"brilliant khuda hafiz","0"
"i agree excuse me","0"
"excellent koi masla nahi","0"
"kaun congratulations","0"
"art my apologies","0"
"behtareen muzrat","0"
"aaj","0"
"zabardast kaun","0"
"aaj learning","0"
"behtareen thank you","0"
"subah kya ho raha hai","0"
"book jeete raho","0"
"aabad raho exactly","0"
"keep it up","0"
"rotih happiness","0"
"wonderful how","0"
"rotih khuda hafiz","0"
"what that makes sense","0"
"khoobsurat rotih","0"
"please khuda hafiz","0"
"inshallah","0"
"take care congratulations","0"
"happiness bilkul","0"
"family","0"
"congratulations peace","0"
"how are you wonderful","0"
"sab theek ho jayega learning","0"
"it's okay learning","0"
"art jeete raho","0"
"movie zabardast","0"
"excuse me fikar na karo","0"
"nahi muzrat","0"
"bazar good job","0"
"interesting bilkul","0"
"don't worry","0"
"exactly joy","0"
"mashallah excellent","0"
"bilkul inshallah","0"
"khoobsurat mashallah","0"
"shukriya chawal","0"
"shabash perhaps","0"
"cheers kya ho raha hai","0"
"have a good day zabardast","0"
"kal","0"
"khuda hafiz kab","0"
"excellent cheers","0"
"kya baat hai sab theek ho jayega","0"
"mohabbat see you later","0"
"inshallah why","0"
"kahan","0"
"kafi phir milenge","0"
"muzrat","0"
"kaun raat","0"
"sorry kamal","0"
"game bohat ala","0"
"sure thing","0"
"who koi baat nahi","0"
"koi baat nahi dua me yaad rakhna","0"
"book food","0"
"movie what","0"
"see you later it's okay","0"
"office education","0"
"friend love","0"
"smile kyun","0"
"kal hello","0"
"chai kya baat hai","0"
"bilkul","0"
"alhamdulillah good morning","0"
"subah kaise","0"
"shabash koi masla nahi","0"
"happiness fantastic","0"
"jazakallah how","0"
"jeete raho beautiful","0"
"see you later why","0"
"kahan pyaar","0"
"muzrat college","0"
"maybe i love this","0"
"shukriya fikar na karo","0"
"great aur sunao","0"
"hi maaf karna","0"
"inshallah kab","0"
"school sab theek ho jayega","0"
"this is so cool great","0"
"behtareen how","0"
"assalamualaikum kya baat hai","0"
"mashallah bye","0"
"love bhai","0"
"sab theek ho jayega all good","0"
"aur sunao awesome","0"
"kyun art","0"
"kaun when","0"
"excellent perhaps","0"
"what kyaa haal hai","0"
"where allah hafiz","0"
"mohabbat muzrat","0"
"bahut khoob kaun","0"
"alhamdulillah college","0"
"don't worry interesting","0"
"take care which","0"
"meherbani dua me yaad rakhna","0"
"excuse me it's okay","0"
"khoobsurat why","0"
"kal movie","0"
"kya ho raha hai hello","0"
"aaj college","0"
"all good kaise","0"
"bye maybe","0"
"subah sorry","0"
"kyun food","0"
"which movie","0"
"beautiful kya baat hai","0"
"bye smile","0"
"jeete raho","0"
"when nahi","0"
"how theek","0"
"mohabbat salam","0"
"water hi","0"
"alhamdulillah","0"
"where friend","0"
"pani mohabbat","0"
"khush raho knowledge","0"
"kab kal","0"
"sorry awesome","0"
"see you later nahi","0"
"definitely acha","0"
"learning certainly","0"
"raat","0"
"friend aaj","0"
"salam aabad raho","0"
"theek school","0"
"wonderful kya hua","0"
"khush raho","0"
"definitely assalamualaikum","0"
"acha","0"
"kaisa chal raha hai thanks","0"
"koi masla nahi","0"
"raat beautiful","0"
"when bohat ala","0"
"excellent behtareen","0"
"that makes sense no problem","0"
"i love this kese ho","0"
"kaisa chal raha hai you're welcome","0"
"good evening book","0"
"please sorry","0"
"have a good day jee","0"
"bohat ala rotih","0"
"awesome bye","0"
"keep it up peace","0"
"sunshine rotih","0"
"nahi dukan","0"
"kya baat hai i agree","0"
"kab","0"
"zabardast keep it up","0"
"dost shabash","0"
"dost learning","0"
"kaisa chal raha hai game","0"
"why kamal","0"
"parso subhanallah","0"
"behtareen knowledge","0"
"how how are you","0"
"pardon me raat","0"
"zabardast food","0"
"so true bhai","0"
"pyaar aabad raho","0"
"office water","0"
"yaar inshallah","0"
"peace ghar","0"
"knowledge college","0"
"kamal mohabbat","0"
"interesting amazing","0"
"who","0"
"interesting dukan","0"
"khush raho excuse me","0"
"pani excellent","0"
"haan kahan","0"
"kese ho aur sunao","0"
"fikar na karo haan","0"
"water well done","0"
"kuch nahi excuse me","0"
"movie thank you","0"
"no it's okay","0"
"bazar jazakallah","0"
"beautiful definitely","0"
"all good assalamualaikum","0"
"which well done","0"
"maaf karna phir milenge","0"
"knowledge","0"
"salam happiness","0"
"definitely bhai","0"
"aaj dua me yaad rakhna","0"
"kaun kab","0"
"mashallah yaar","0"
"family mohabbat","0"
"shukriya khana","0"
"alhamdulillah who","0"
"kya ho raha hai zabardast","0"
"i love this see you later","0"
"this is so cool good job","0"
"kamal excuse me","0"
"shabash rotih","0"
"shaam kaun","0"
"this is so cool zindabad","0"
"phir milenge meherbani","0"
"so true","0"
"zindabad meherbani","0"
"koi masla nahi beautiful","0"
"art pani","0"
"mashallah have a good day","0"
"zabardast love","0"
"chai","0"
"brilliant kaise","0"
"education mohabbat","0"
"excuse me bohat ala","0"
"khuda hafiz keep it up","0"
"kya hua kyun","0"
"haan","0"
"jee school","0"
"this is so cool thanks","0"
"wonderful knowledge","0"
"dost what","0"
"sab theek brilliant","0"
"kyun exactly","0"
"don't worry no","0"
"jeete raho what","0"
"when it's okay","0"
"shabash kaun","0"
"movie kese ho","0"
"kafi you're welcome","0"
"what i agree","0"
"khana keep it up","0"
"kab pardon me","0"
"happiness yaar","0"
"this is so cool fikar na karo","0"
"dost","0"
"kaisa chal raha hai aaj","0"
"take care kyun","0"
"maaf karna how","0"
"kaise college","0"
"theek hello","0"
"khuda hafiz kal","0"
"thank you khush raho","0"
"kahan sunshine","0"
"subhanallah","0"
"sab theek koi baat nahi","0"
"joy kya baat hai","0"
"kya hua kya baat hai","0"
"where brilliant","0"
"you're welcome peace","0"
"thanks kya hua","0"
"kafi chawal","0"
"aaj thank you","0"
"kaise salam","0"
"nice to meet you sunshine","0"
"who theek","0"
"bazar kaise","0"
"kaisa chal raha hai meherbani","0"
"don't worry happy birthday","0"
"kaise how","0"
"all good good morning","0"
"zindabad what","0"
"interesting maybe","0"
"good morning","0"
"college spot on","0"
"when parso","0"
"excuse me meherbani","0"
"alhamdulillah have a good day","0"
"ghar what","0"
"theek which","0"
"phir milenge it's okay","0"
"aabad raho that makes sense","0"
"shukriya dukan","0"
"i love this sab theek ho jayega","0"
"pyaar water","0"
"bazar theek","0"
"dua me yaad rakhna jeete raho","0"
"allah hafiz koi masla nahi","0"
"phir milenge inshallah","0"
"kyun game","0"
"definitely khoobsurat","0"
"yaar kab","0"
"awesome who","0"
"pardon me kya baat hai","0"
"smile kab","0"
"hello","0"
"hello kuch nahi","0"
"great kyun","0"
"mohabbat kya ho raha hai","0"
"this is so cool cheers","0"
"kyaa haal hai","0"
"so true spot on","0"
"well done so true","0"
"chawal food","0"
"knowledge movie","0"
"excellent kaisa chal raha hai","0"
"have a good day kuch nahi","0"
"assalamualaikum jazakallah","0"
"subah which","0"
"khush raho happiness","0"
"aabad raho my apologies","0"
"parso raat","0"
"that makes sense","0"
"good evening spot on","0"
"bye how","0"
"zindabad game","0"
"kyaa haal hai interesting","0"
"chawal please","0"
"kahan muzrat","0"
"dukan how are you","0"
"zindabad","0"
"perhaps aaj","0"
"dukan salam","0"
"sorry zabardast","0"
"love exactly","0"
"family have a good day","0"
"kese ho this is so cool","0"
"alhamdulillah jigri","0"
"koi baat nahi aur sunao","0"
"assalamualaikum education","0"
"who nahi","0"
"bazar joy","0"
"love joy","0"
"rotih good morning","0"
"kafi exactly","0"
"koi baat nahi chai","0"
"so true learning","0"
"cheers jigri","0"
"subah dost","0"
"certainly this is so cool","0"
"no koi baat nahi","0"
"take care college","0"
"school keep it up","0"
"knowledge kya hua","0"
"hi kyaa haal hai","0"
"rotih how are you","0"
"movie happiness","0"
"sab theek art","0"
"haan good evening","0"
"so true science","0"
"all good spot on","0"
"have a good day that makes sense","0"
"yaar ghar","0"
"college keep it up","0"
"excellent dukan","0"
"behtareen inshallah","0"
"kahan kaun","0"
"zabardast muzrat","0"
"well done kaise","0"
"ghar chai","0"
"brilliant so true","0"
"acha kal","0"
"happy birthday art","0"
"kya hua book","0"
"peace pani","0"
"inshallah thanks","0"
"kya baat hai koi baat nahi","0"
"beautiful","0"
"bazar maybe","0"
"subah kuch nahi","0"
"dua me yaad rakhna","0"
"nahi college","0"
"acha well done","0"
"assalamualaikum jeete raho","0"
"kaise kya baat hai","0"
"learning good morning","0"
"kese ho music","0"
"please fikar na karo","0"
"sunshine","0"
"salam","0"
"thanks bahut khoob","0"
"inshallah kal","0"
"parso behtareen","0"
"water koi masla nahi","0"
"khana have a good day","0"
"inshallah all good","0"
"good morning muzrat","0"
"kafi bhai","0"
"khana amazing","0"
"definitely kaisa chal raha hai","0"
"spot on phir milenge","0"
"food parso","0"
"pardon me good morning","0"
"excellent","0"
"mohabbat keep it up","0"
"sab theek behtareen","0"
"music zabardast","0"
"aur sunao","0"
"meherbani chai","0"
"pyaar chai","0"
"bhai subhanallah","0"
"zabardast alhamdulillah","0"
"mohabbat dua me yaad rakhna","0"
"koi baat nahi pyaar","0"
"khuda hafiz nice to meet you","0"
"how excuse me","0"
"shukriya kuch nahi","0"
"excellent art","0"
"dukan awesome","0"
"kaise amazing","0"
"parso see you later","0"
"bhai sab theek","0"
"you're welcome nahi","0"
"cheers haan","0"
"chai bahut khoob","0"
"office kahan","0"
"my apologies bahut khoob","0"
"dukan book","0"
"pyaar college","0"
"kamal don't worry","0"
"kaisa chal raha hai dua me yaad rakhna","0"
"all good why","0"
"education music","0"
"exactly shukriya","0"
"office","0"
"subah water","0"
"khana rotih","0"
"shabash chai","0"
"which how","0"
"it's okay great","0"
"dua me yaad rakhna fikar na karo","0"
"dukan kal","0"
"kab alhamdulillah","0"
"where bilkul","0"
"inshallah shaam","0"
"kafi peace","0"
"maaf karna don't worry","0"
"amazing school","0"
"kese ho chai","0"
"bye bhai","0"
"mashallah wonderful","0"
"exactly aaj","0"
"bye how are you","0"
"bilkul science","0"
"i love this education","0"
"pyaar excuse me","0"
"kamal","0"
"why dukan","0"
"when zindabad","0"
"khush raho love","0"
"inshallah love","0"
"kya ho raha hai joy","0"
"bahut khoob phir milenge","0"
"i agree kya hua","0"
"zindabad that makes sense","0"
"peace great","0"
"keep it up inshallah","0"
"have a good day bohat ala","0"
"khuda hafiz fantastic","0"
"raat have a good day","0"
"khush raho interesting","0"
"so true koi masla nahi","0"
"happy birthday nahi","0"
"phir milenge school","0"
"maaf karna thanks","0"
"how water","0"
"don't worry family","0"
"hi good job","0"
"excellent why","0"
"khoobsurat aaj","0"
"khana how are you","0"
"no ghar","0"
"jigri phir milenge","0"
"please good morning","0"
"have a good day dua me yaad rakhna","0"
"science i agree","0"
"kaun jazakallah","0"
"brilliant subah","0"
"good morning book","0"
"goodbye definitely","0"
"food office","0"
"parso sab theek ho jayega","0"
"yes maybe","0"
"food hi","0"
"koi masla nahi bazar","0"
"pardon me fikar na karo","0"
"dukan","0"
"science bye","0"
"koi baat nahi shabash","0"
"keep it up parso","0"
"wonderful jigri","0"
"bahut khoob jeete raho","0"
"parso haan","0"
"office peace","0"
"keep it up dukan","0"
"khush raho goodbye","0"
"bhai water","0"
"alhamdulillah sab theek ho jayega","0"
"pani jeete raho","0"
"joy office","0"
"bye where","0"
"game perhaps","0"
"koi masla nahi acha","0"
"goodbye kaun","0"
"amazing koi baat nahi","0"
"subhanallah that makes sense","0"
"how are you take care","0"
"my apologies kaun","0"
"dost kafi","0"
"raat pyaar","0"
"congratulations inshallah","0"
"music kyun","0"
"shaam family","0"
"perhaps no problem","0"
"sab theek","0"
"maaf karna kya ho raha hai","0"
"happiness kaise","0"
"certainly happy birthday","0"
"book knowledge","0"
"music hi","0"
"happiness","0"
"theek kyaa haal hai","0"
"friend zabardast","0"
"khush raho beautiful","0"
"when i love this","0"
"jee bilkul","0"
"maaf karna zabardast","0"
"happy birthday acha","0"
"which kafi","0"
"dukan i love this","0"
"hi kaisa chal raha hai","0"
"inshallah movie","0"
"art office","0"
"love good job","0"
"kamal kab","0"
"jeete raho family","0"
"hello well done","0"
"no problem all good","0"
"game subhanallah","0"
"bazar inshallah","0"
"kaun aabad raho","0"
"perhaps","0"
"sab theek ho jayega bhai","0"
"please assalamualaikum","0"
"khana thank you","0"
"mashallah my apologies","0"
"when muzrat","0"
"good job excuse me","0"
"take care sab theek","0"
"great kya ho raha hai","0"
"pyaar ghar","0"
"smile who","0"
"yes i agree","0"
"jeete raho it's okay","0"
"khush raho aur sunao","0"
"smile peace","0"
"beautiful knowledge","0"
"chawal that makes sense","0"
"you're welcome","0"
"game interesting","0"
"exactly which","0"
"kahan book","0"
"aaj bilkul","0"
"koi baat nahi that makes sense","0"
"all good","0"
"see you later nature","0"
"jeete raho koi masla nahi","0"
"kya hua shaam","0"
"learning it's okay","0"
"thanks good job","0"
"it's okay shaam","0"
"kal assalamualaikum","0"
"thank you","0"
"sab theek ho jayega this is so cool","0"
"assalamualaikum this is so cool","0"
"kyun nice to meet you","0"
"i love this","0"
"you're welcome how","0"
"thanks kese ho","0"
"what what","0"
"no problem rotih","0"
"kese ho well done","0"
"education great","0"
"congratulations congratulations","0"
"i love this perhaps","0"
"keep it up no","0"
"dukan bahut khoob","0"
"khush raho wonderful","0"
"phir milenge kal","0"
"sab theek ho jayega thanks","0"
"exactly dua me yaad rakhna","0"
"kab kamal","0"
"good evening","0"
"keep it up hi","0"
"congratulations salam","0"
"good evening my apologies","0"
"bohat ala","0"
"what happiness","0"
"brilliant that makes sense","0"
"take care","0"
"knowledge cheers","0"
"acha science","0"
"goodbye it's okay","0"
"learning muzrat","0"
"good job goodbye","0"
"joy love","0"
"joy wonderful","0"
"dukan parso","0"
"shabash hi","0"
"behtareen so true","0"
"brilliant kaisa chal raha hai","0"
"sorry","0"
"i agree","0"
"so true zabardast","0"
"jigri","0"
"education khuda hafiz","0"
"amazing kya ho raha hai","0"
"bazar mashallah","0"
"bye bye","0"
"thank you bhai","0"
"game who","0"
"family jeete raho","0"
"good morning inshallah","0"
"koi masla nahi rotih","0"
"pardon me pyaar","0"

"mc","1"
"bc","1"
"mc hai tu","1"
"bc hai tu","1"
"mc saale","1"
"bc saale","1"

"fuck you","1"
"fuck you idiot","1"
"go fuck yourself","1"
"kya yar bc","1"
"yar bc","1"
"kya bc","1"
"teri mc","1"
"teri bc","1"
"mc saala","1"
"bc saala","1"
"bhosdike","1"
"chutiya","1"
"madarchod","1"
"behenchod","1"
"fuck off","1"
"what the fuck","1"
"shut the fuck up","1"
